,Pickup_longitude,Pickup_latitude,size,label
484,-73.9207427658,40.7645787937,149070.0,0.0
485,-73.936922518,40.7646640958,3552.0,1.0
486,-73.9175789812,40.7699355088,6699.0,2.0
487,-73.9358145733,40.7609177501,1983.0,3.0
488,-73.9016768674,40.7697735522,249.0,4.0
489,-73.9353950335,40.7672615881,276.0,5.0
490,-73.9020505665,40.7639771067,1023.0,6.0
491,-73.9385193295,40.7676753574,540.0,7.0
492,-73.9117986506,40.7646344503,99.0,8.0
493,-73.947507549,40.7644760544,444.0,9.0
494,-73.9211308271,40.7632751684,1044.0,10.0
495,-73.9342975257,40.7666851979,159.0,11.0
496,-73.9003491488,40.7688577132,165.0,12.0
497,-73.8753967516,40.7631265351,990.0,0.0
498,-73.8762953056,40.7682461469,636.0,1.0
499,-73.8945047506,40.7684860484,900.0,2.0
500,-73.8869179145,40.7648537376,429.0,3.0
501,-73.8918894653,40.7687733154,750.0,4.0
502,-73.8976054308,40.7681610759,246.0,5.0
503,-73.8996974888,40.7684393356,201.0,6.0
504,-73.8863983154,40.7611223279,198.0,7.0
505,-73.8926602116,40.766788624,162.0,8.0
506,-73.83167707,40.7626937964,234.0,0.0
507,-73.8276522857,40.7602786864,1857.0,1.0
508,-73.8305264489,40.7604186494,354.0,2.0
509,-73.7709432903,40.7634328039,456.0,0.0
510,-73.9128415459,40.7735260913,67386.0,0.0
511,-73.9084302707,40.7709589582,1437.0,1.0
512,-73.92593724,40.7722437422,3162.0,2.0
513,-73.9145722162,40.7788289025,315.0,3.0
514,-73.921526591,40.7767247909,351.0,4.0
515,-73.9236068726,40.7704194592,279.0,5.0
516,-73.9086153367,40.7778682709,306.0,6.0
517,-73.9028424198,40.7755044493,1095.0,7.0
518,-73.9189872172,40.7787311041,201.0,8.0
519,-73.932787323,40.7727365766,210.0,9.0
520,-73.9132717678,40.7779451779,168.0,10.0
521,-73.9006524378,40.777284194,294.0,11.0
522,-73.9221455804,40.7711745953,174.0,12.0
523,-73.953190166,40.7883014127,94005.0,0.0
524,-73.94533237,40.7866796167,50415.0,0.0
525,-73.948794998,40.7888165995,3570.0,1.0
526,-73.9168291353,40.7804251082,549.0,2.0
527,-73.9524729312,40.7913595037,53088.0,0.0
528,-73.9526858458,40.798767386,16155.0,1.0
529,-73.9416794008,40.7956455707,155058.0,0.0
530,-73.9590846389,40.8053207191,229965.0,0.0
531,-73.9672938347,40.8066938877,240.0,1.0
532,-73.9554422042,40.8093433941,204.0,2.0
533,-73.9554206,40.8069468301,189.0,3.0
534,-73.9525982401,40.800391211,207.0,4.0
535,-73.9422690704,40.8052636135,259812.0,0.0
536,-73.9293431882,40.8077721066,162.0,1.0
537,-73.9186612814,40.807366381,1746.0,2.0
538,-73.9234369197,40.8093629123,1554.0,3.0
539,-73.932003609,40.8007171147,993.0,4.0
540,-73.9145712223,40.8056250878,318.0,5.0
541,-73.9291259491,40.8096057101,333.0,6.0
542,-73.912983264,40.8049593133,354.0,7.0
543,-73.9419503719,40.8014124201,282.0,8.0
544,-73.9259149725,40.8062442433,165.0,9.0
545,-73.9275223659,40.8069563646,156.0,10.0
546,-73.9556303982,40.8127235825,108279.0,0.0
547,-73.9600005069,40.8197898218,177.0,1.0
548,-73.960327803,40.8176284203,1014.0,2.0
549,-73.9437235577,40.8153138028,25650.0,0.0
550,-73.9226376959,40.8175270792,27726.0,1.0
551,-73.9399532599,40.8140336287,58257.0,2.0
552,-73.9471182885,40.8160576698,20790.0,3.0
